PROM_NUMBER,WORO_SERO_ID,PRIORITY,VENDOR,EQUP_INDEX,DEGRADED_KPI,KPI_VALUE,THRESHOLD,EQUP_EQUT_ABBREVIATION,INITIAL_ALARM,TT_CREATED,WORO_WORG_NAME,DURATION_HOUR,WORO_STAS_ABBREVIATION,ROOTCAUSE,CITY,REGION,PROVINCE,ALARM_COUNT,REPORTED,PROS_DESCRIPTION,MTTA_5_8,MTTR_5_8,DW_H
13193137,NF_06062022000052404,MINOR,HUAWEI,"GSMDA | MOBILE COUNTRY CODE =432, MOBILE NETWORK CODE =11",PDN_Connectivity_SR%_Per_PLMN,98.021,"IsLessThan 99 ",USN,06-Jun-2022 08:00:00,"Jun 6, 2022 11:04 AM",SNQM_BO_PS,2133.61,PARK,CORE-DECLINE OF KPI BELOW THRESHOLD,,NONE_R,NONE_P,105,"Sep 1, 2022 12:47 PM",INITIAL DIAGNOSIS,0.02,,Daily_Weekly
13183535,NF_01062022000036803,MAJOR,HUAWEI,"MSHNB | LABEL=LAC5851, GCI=4321116DB",2G_LUSR_ATT_Huawei,87.404,"IsLessThan 93  AND  IsGreaterThanOrEqual 75 ",MSS,01-Jun-2022 07:00:00,"Jun 1, 2022 11:12 AM",CTO_FARAFAN_LAC,1849.32,CLOSED,OTHERS-UNKNOWN ISSUE,,WEST_R,HAMEDAN_P,8,"Aug 5, 2022 11:58 AM",Confirmed,0.03,442.24,Daily_Weekly
13323452,NF_23062022000047087,EMERGENCY,ERICSSON,B069E,TCH_Assign_Fail_Rate(Congestion_Excluded)(Eric_BSC),14.286,"IsGreaterThanOrEqual 10    ","BSC ",22-Jun-2022 23:00:00,"Jun 23, 2022 2:07 AM",NAK_BO_RANE,1734.57,ASSIGNED,,,TEHRAN_R,TEHRAN_P,2,"Aug 12, 2022 11:12 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13327977,NF_23062022000053741,MAJOR,HUAWEI,GSMDB | TAI GROUP NAME=43211EBB7,ESM_failure_vs_Attach_Req_%,50.213,"IsGreaterThan 50    ",USN,22-Jun-2022 18:00:00,"Jun 23, 2022 5:10 PM",CTO_CORE_OPT_WG,1719.52,ASSIGNED,,,NONE_R,NONE_P,11,"Aug 20, 2022 12:35 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13318614,NF_22062022000039938,MAJOR,HUAWEI,"MSTZC | LABEL=LAC1423, GCI=43211058F",2G_LUSR_ATT_Huawei,90.9,"IsLessThan 93  AND  IsGreaterThanOrEqual 75 ",MSS,22-Jun-2022 07:00:00,"Jun 22, 2022 11:19 AM",CTO_NAK_HUAWEI_LAC,1344.32,CLOSED,RAN HW ISSUE,,WEST_R,AZARSHARGHI_P,37,"Aug 13, 2022 8:43 PM",Confirmed,4.75,324.29,Daily_Weekly
13318743,NF_22062022000040162,EMERGENCY,HUAWEI,MDDC1VSPS_SPS | LINK NAME=IAAEFH_XSMDA_2,The_Rate_of_SCTP_Association_Retransmitted,10.976,"IsGreaterThanOrEqual 4    ",DRA,22-Jun-2022 09:00:00,"Jun 22, 2022 11:30 AM",BO_CORE,1749.18,ASSIGNED,,,NONE_R,NONE_P,3,"Aug 14, 2022 6:49 PM",INITIAL DIAGNOSIS,,,Daily_Weekly
13318744,NF_22062022000040177,EMERGENCY,HUAWEI,MDDC1VSPS_SPS | LINK NAME=IAAEFH_XSMDA_4,The_Rate_of_SCTP_Association_Retransmitted,4.706,"IsGreaterThanOrEqual 4    ",DRA,22-Jun-2022 09:00:00,"Jun 22, 2022 11:30 AM",BO_CORE,1749.18,ASSIGNED,,,NONE_R,NONE_P,3,"Aug 14, 2022 6:49 PM",INITIAL DIAGNOSIS,,,Daily_Weekly
13283193,NF_18062022000087001,EMERGENCY,NOKIA,B5775N,TCH_Assignment_FR(Nokia_BSC),10.677,"IsGreaterThanOrEqual 10    ","BSC ",17-Jun-2022 22:00:00,"Jun 18, 2022 12:09 AM",NAK_BO_RANN,1856.53,ASSIGNED,,,SOUTH_R,BUSHEHR_P,3,"Aug 9, 2022 1:00 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13265814,NF_15062022000061849,EMERGENCY,HUAWEI,"GSMDA | MOBILE COUNTRY CODE =432, MOBILE NETWORK CODE =11",PDN_Connectivity_SR%_Per_PLMN,74.507,"IsLessThan 80    ",USN,15-Jun-2022 09:00:00,"Jun 15, 2022 10:50 AM",BO_GPRS,1917.85,ASSIGNED,,,NONE_R,NONE_P,3,"Aug 24, 2022 9:07 PM",INITIAL DIAGNOSIS,,,Daily_Weekly
13431521,NF_08072022000094766,MAJOR,HUAWEI,B548W | SB1G2146B,TCH_Availability(HU_Cell),0,"IsLessThanOrEqual 0    ",BTS,06-Jul-2022 00:00:00,"Jul 8, 2022 2:49 AM",NAK_FO_RAN,1373.87,ASSIGNED,,,NONE_R,NONE_P,2,"Aug 13, 2022 3:05 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13431525,NF_08072022000094774,MAJOR,HUAWEI,B548W | SB1G2146A,TCH_Availability(HU_Cell),0,"IsLessThanOrEqual 0    ",BTS,06-Jul-2022 00:00:00,"Jul 8, 2022 2:49 AM",NAK_FO_RAN,1373.86,ASSIGNED,,,NONE_R,NONE_P,2,"Aug 13, 2022 3:06 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13431527,NF_08072022000094778,MAJOR,HUAWEI,B548W | SB1G2146C,TCH_Availability(HU_Cell),0,"IsLessThanOrEqual 0    ",BTS,06-Jul-2022 00:00:00,"Jul 8, 2022 2:49 AM",NAK_FO_RAN,1373.86,ASSIGNED,,,NONE_R,NONE_P,2,"Aug 13, 2022 3:05 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13431529,NF_08072022000094782,MAJOR,NSN,R515N | KH2U1453C2,Cell_Availability_including_blocked_by_user_state(Nokia_UCell),0,"IsLessThanOrEqual 0    ",NODEB,06-Jul-2022 00:00:00,"Jul 8, 2022 2:49 AM",NAK_FO_RAN,1373.86,ASSIGNED,,,NONE_R,NONE_P,2,"Aug 17, 2022 2:56 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13431530,NF_08072022000094784,MAJOR,NSN,R543N | SB2U0524A1,Cell_Availability_including_blocked_by_user_state(Nokia_UCell),0,"IsLessThanOrEqual 0    ",NODEB,06-Jul-2022 00:00:00,"Jul 8, 2022 2:49 AM",NAK_FO_RAN,1373.85,ASSIGNED,,,NONE_R,NONE_P,2,"Aug 7, 2022 3:01 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13431531,NF_08072022000094786,MAJOR,NSN,R543N | SB2U0524C1,Cell_Availability_including_blocked_by_user_state(Nokia_UCell),0,"IsLessThanOrEqual 0    ",NODEB,06-Jul-2022 00:00:00,"Jul 8, 2022 2:49 AM",NAK_FO_RAN,1373.85,ASSIGNED,,,NONE_R,NONE_P,2,"Aug 7, 2022 3:03 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13431537,NF_08072022000094813,MAJOR,NSN,R515N | KH2U1453B1,Cell_Availability_including_blocked_by_user_state(Nokia_UCell),0,"IsLessThanOrEqual 0    ",NODEB,06-Jul-2022 00:00:00,"Jul 8, 2022 2:50 AM",NAK_FO_RAN,1373.85,ASSIGNED,,,NONE_R,NONE_P,2,"Aug 17, 2022 2:56 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13431540,NF_08072022000094821,MAJOR,NSN,R515N | KH2U2133A1,Cell_Availability_including_blocked_by_user_state(Nokia_UCell),0,"IsLessThanOrEqual 0    ",NODEB,06-Jul-2022 00:00:00,"Jul 8, 2022 2:50 AM",NAK_FO_RAN,1373.84,ASSIGNED,,,NONE_R,NONE_P,3,"Aug 12, 2022 2:52 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13431552,NF_08072022000094837,MAJOR,NSN,R515N | KH2U1453A2,Cell_Availability_including_blocked_by_user_state(Nokia_UCell),0,"IsLessThanOrEqual 0    ",NODEB,06-Jul-2022 00:00:00,"Jul 8, 2022 2:50 AM",NAK_FO_RAN,1373.84,ASSIGNED,,,NONE_R,NONE_P,2,"Aug 17, 2022 2:57 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13431554,NF_08072022000094851,MAJOR,NSN,R543N | SB2U0173C1,Cell_Availability_including_blocked_by_user_state(Nokia_UCell),0,"IsLessThanOrEqual 0    ",NODEB,06-Jul-2022 00:00:00,"Jul 8, 2022 2:50 AM",NAK_FO_RAN,1373.84,ASSIGNED,,,NONE_R,NONE_P,2,"Aug 14, 2022 3:11 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13431564,NF_08072022000094857,MAJOR,NSN,R515N | KH2U1453B2,Cell_Availability_including_blocked_by_user_state(Nokia_UCell),0,"IsLessThanOrEqual 0    ",NODEB,06-Jul-2022 00:00:00,"Jul 8, 2022 2:51 AM",NAK_FO_RAN,1373.83,ASSIGNED,,,NONE_R,NONE_P,2,"Aug 17, 2022 2:57 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13431566,NF_08072022000094859,MAJOR,NSN,R515N | KH2U2133A2,Cell_Availability_including_blocked_by_user_state(Nokia_UCell),0,"IsLessThanOrEqual 0    ",NODEB,06-Jul-2022 00:00:00,"Jul 8, 2022 2:51 AM",NAK_FO_RAN,1373.83,ASSIGNED,,,NONE_R,NONE_P,3,"Aug 12, 2022 2:55 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13431569,NF_08072022000094850,MAJOR,NSN,R543N | SB2U0173D2,Cell_Availability_including_blocked_by_user_state(Nokia_UCell),0,"IsLessThanOrEqual 0    ",NODEB,06-Jul-2022 00:00:00,"Jul 8, 2022 2:51 AM",NAK_FO_RAN,1373.83,ASSIGNED,,,NONE_R,NONE_P,2,"Aug 14, 2022 3:11 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13431575,NF_08072022000094864,MAJOR,NSN,R720N | FS2U0571B2,Cell_Availability_including_blocked_by_user_state(Nokia_UCell),0,"IsLessThanOrEqual 0    ",NODEB,06-Jul-2022 00:00:00,"Jul 8, 2022 2:52 AM",NAK_FO_RAN,1373.82,ASSIGNED,,,NONE_R,NONE_P,5,"Aug 12, 2022 2:52 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13431579,NF_08072022000094867,MAJOR,NSN,R720N | FS2U0571B1,Cell_Availability_including_blocked_by_user_state(Nokia_UCell),0,"IsLessThanOrEqual 0    ",NODEB,06-Jul-2022 00:00:00,"Jul 8, 2022 2:52 AM",NAK_FO_RAN,1373.81,ASSIGNED,,,NONE_R,NONE_P,5,"Aug 12, 2022 2:53 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13431580,NF_08072022000094869,MAJOR,NSN,R515N | KH2U1453C1,Cell_Availability_including_blocked_by_user_state(Nokia_UCell),0,"IsLessThanOrEqual 0    ",NODEB,06-Jul-2022 00:00:00,"Jul 8, 2022 2:52 AM",NAK_FO_RAN,1373.81,ASSIGNED,,,NONE_R,NONE_P,2,"Aug 17, 2022 2:57 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13431581,NF_08072022000094870,MAJOR,NSN,R543N | SB2U0173D1,Cell_Availability_including_blocked_by_user_state(Nokia_UCell),0,"IsLessThanOrEqual 0    ",NODEB,06-Jul-2022 00:00:00,"Jul 8, 2022 2:52 AM",NAK_FO_RAN,1373.81,ASSIGNED,,,NONE_R,NONE_P,2,"Aug 14, 2022 3:06 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13431582,NF_08072022000094871,MAJOR,NSN,R543N | SB2U0524B2,Cell_Availability_including_blocked_by_user_state(Nokia_UCell),0,"IsLessThanOrEqual 0    ",NODEB,06-Jul-2022 00:00:00,"Jul 8, 2022 2:52 AM",NAK_FO_RAN,1373.81,ASSIGNED,,,NONE_R,NONE_P,2,"Aug 7, 2022 2:59 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13431589,NF_08072022000094882,MAJOR,NSN,R543N | SB2U0524B1,Cell_Availability_including_blocked_by_user_state(Nokia_UCell),0,"IsLessThanOrEqual 0    ",NODEB,06-Jul-2022 00:00:00,"Jul 8, 2022 2:53 AM",NAK_FO_RAN,1373.8,ASSIGNED,,,NONE_R,NONE_P,2,"Aug 7, 2022 2:59 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13431595,NF_08072022000094896,MAJOR,NSN,R515N | KH2U1453A1,Cell_Availability_including_blocked_by_user_state(Nokia_UCell),0,"IsLessThanOrEqual 0    ",NODEB,06-Jul-2022 00:00:00,"Jul 8, 2022 2:53 AM",NAK_FO_RAN,1373.79,ASSIGNED,,,NONE_R,NONE_P,2,"Aug 17, 2022 2:56 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13431597,NF_08072022000094900,MAJOR,NSN,R543N | SB2U0524A2,Cell_Availability_including_blocked_by_user_state(Nokia_UCell),0,"IsLessThanOrEqual 0    ",NODEB,06-Jul-2022 00:00:00,"Jul 8, 2022 2:53 AM",NAK_FO_RAN,1373.79,ASSIGNED,,,NONE_R,NONE_P,2,"Aug 7, 2022 3:03 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13431598,NF_08072022000094901,MAJOR,NSN,R543N | SB2U0524C2,Cell_Availability_including_blocked_by_user_state(Nokia_UCell),0,"IsLessThanOrEqual 0    ",NODEB,06-Jul-2022 00:00:00,"Jul 8, 2022 2:54 AM",NAK_FO_RAN,1373.78,ASSIGNED,,,NONE_R,NONE_P,2,"Aug 7, 2022 3:02 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13431654,NF_08072022000094997,MAJOR,NSN,B5555N | SB1G0524A_415,TCH_Availability(Nokia_SEG),0,"IsLessThanOrEqual 0    ",BTS,06-Jul-2022 00:00:00,"Jul 8, 2022 3:04 AM",NAK_FO_RAN,1373.61,ASSIGNED,,,NONE_R,NONE_P,2,"Aug 7, 2022 3:06 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13431655,NF_08072022000094999,MAJOR,NSN,B5555N | SB1G0524B_416,TCH_Availability(Nokia_SEG),0,"IsLessThanOrEqual 0    ",BTS,06-Jul-2022 00:00:00,"Jul 8, 2022 3:04 AM",NAK_FO_RAN,1373.61,ASSIGNED,,,NONE_R,NONE_P,2,"Aug 7, 2022 3:06 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13431656,NF_08072022000095001,MAJOR,NSN,B5555N | SB1G0524C_417,TCH_Availability(Nokia_SEG),0,"IsLessThanOrEqual 0    ",BTS,06-Jul-2022 00:00:00,"Jul 8, 2022 3:04 AM",NAK_FO_RAN,1373.61,ASSIGNED,,,NONE_R,NONE_P,2,"Aug 7, 2022 3:06 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13428482,NF_07072022000090896,MAJOR,HUAWEI,"GSRHC_LAI=432112012,RAC=01",Gb_Protocol_Fail_Vs_Attach_Req_per_RAI(%)(LAC),10.248,"IsGreaterThan 10    ",TAC,06-Jul-2022 12:00:00,"Jul 7, 2022 12:59 PM",CTO_NAK_TEHRAN_LAC,1387.7,INPROGRESS,RAN HW ISSUE,,TEHRAN_R,TEHRAN_P,9,"Aug 22, 2022 1:18 AM",INITIAL DIAGNOSIS,1.82,,Daily_Weekly
13357009,NF_27062022000095231,EMERGENCY,NOKIA,B4542N,SDCCH_Congestion_Rate(Nokia_BSC),11.067,"IsGreaterThanOrEqual 10    ","BSC ",27-Jun-2022 15:00:00,"Jun 27, 2022 6:30 PM",NAK_BO_RANN,1622.17,ASSIGNED,,,NORTHEAST_R,SISTAN_P,2,"Aug 27, 2022 3:36 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13372029,NF_29062022000015666,MAJOR,HUAWEI,"GSRHB_LAI=4321123FE,RAC=01",Gb_Protocol_Fail_Vs_Attach_Req_per_RAI(%)(LAC),10.295,"IsGreaterThan 10    ",TAC,28-Jun-2022 14:00:00,"Jun 29, 2022 2:37 PM",CTO_NAK_TEHRAN_LAC,1578.06,INPROGRESS,RAN HW ISSUE,,TEHRAN_R,TEHRAN_P,8,"Sep 1, 2022 2:26 AM",INITIAL DIAGNOSIS,1.1,,Daily_Weekly
13373436,NF_29062022000017751,MAJOR,HUAWEI,"GSRHA_LAI=432111463,RAC=01",Gb_Protocol_Fail_Vs_Attach_Req_per_RAI(%)(LAC),21.563,"IsGreaterThan 10    ",TAC,28-Jun-2022 17:00:00,"Jun 29, 2022 5:25 PM",CTO_NAK_TEHRAN_LAC,1575.26,INPROGRESS,OTHER,,TEHRAN_R,TEHRAN_P,7,"Aug 22, 2022 1:18 AM",INITIAL DIAGNOSIS,2.39,,Daily_Weekly
13373442,NF_29062022000017753,MAJOR,HUAWEI,"GSRHC_LAI=432111C36,RAC=01",Gb_Protocol_Fail_Vs_Attach_Req_per_RAI(%)(LAC),17.776,"IsGreaterThan 10    ",TAC,28-Jun-2022 17:00:00,"Jun 29, 2022 5:25 PM",CTO_NAK_TEHRAN_LAC,1575.26,INPROGRESS,RAN HW ISSUE,,TEHRAN_R,TEHRAN_P,3,"Aug 31, 2022 4:01 AM",INITIAL DIAGNOSIS,2.39,,Daily_Weekly
13373445,NF_29062022000017754,MAJOR,HUAWEI,"GSRHA_LAI=4321123FE,RAC=01",Gb_Protocol_Fail_Vs_Attach_Req_per_RAI(%)(LAC),23.043,"IsGreaterThan 10    ",TAC,28-Jun-2022 17:00:00,"Jun 29, 2022 5:25 PM",CTO_NAK_TEHRAN_LAC,1342.36,CLOSED,RAN HW ISSUE,,TEHRAN_R,TEHRAN_P,6,"Aug 22, 2022 1:18 AM",Confirmed,2.38,322.6,Daily_Weekly
13374382,NF_29062022000019000,MAJOR,HUAWEI,"GSRHC_LAI=432111463,RAC=01",Gb_Protocol_Fail_Vs_Attach_Req_per_RAI(%)(LAC),15.851,"IsGreaterThan 10    ",TAC,28-Jun-2022 20:00:00,"Jun 29, 2022 8:16 PM",CTO_NAK_TEHRAN_LAC,1572.42,INPROGRESS,OTHER:OTHER,,TEHRAN_R,TEHRAN_P,3,"Aug 26, 2022 2:45 AM",INITIAL DIAGNOSIS,2.24,,Daily_Weekly
13374394,NF_29062022000019010,MAJOR,HUAWEI,"GSRHC_LAI=4321123FE,RAC=01",Gb_Protocol_Fail_Vs_Attach_Req_per_RAI(%)(LAC),16.065,"IsGreaterThan 10    ",TAC,28-Jun-2022 20:00:00,"Jun 29, 2022 8:16 PM",CTO_NAK_TEHRAN_LAC,1572.41,INPROGRESS,RAN HW ISSUE,,TEHRAN_R,TEHRAN_P,3,"Aug 26, 2022 2:45 AM",INITIAL DIAGNOSIS,2.23,,Daily_Weekly
13377073,NF_30062022000022591,EMERGENCY,HUAWEI,"GSTZA | MOBILE COUNTRY CODE =432, MOBILE NETWORK CODE =11",Iu_mode_MS_init_PDP_context_act_success_SR_Per_PLMN,9.469,"IsLessThan 80    ",USN,30-Jun-2022 06:00:00,"Jun 30, 2022 9:08 AM",BO_GPRS,1559.54,ASSIGNED,,,NONE_R,NONE_P,3,"Aug 30, 2022 2:45 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13377074,NF_30062022000022593,EMERGENCY,HUAWEI,"GSTZB | MOBILE COUNTRY CODE =432, MOBILE NETWORK CODE =11",Iu_mode_MS_init_PDP_context_act_success_SR_Per_PLMN,8.718,"IsLessThan 80    ",USN,30-Jun-2022 06:00:00,"Jun 30, 2022 9:09 AM",BO_GPRS,1559.53,ASSIGNED,,,NONE_R,NONE_P,3,"Aug 30, 2022 2:45 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13493983,NF_17072022000076330,MAJOR,ERICSSON,R025E | TH1U3045C1,Cell_Availability_Rate_Include_Blocking(UCell_Eric),0,"IsLessThanOrEqual 0    ",NODEB,15-Jul-2022 00:00:00,"Jul 17, 2022 3:01 AM",NAK_FO_RAN,1157.67,ASSIGNED,,,NONE_R,NONE_P,3,"Aug 8, 2022 2:57 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13493987,NF_17072022000076334,MAJOR,ERICSSON,R263E | KJ2U0156B1,Cell_Availability_Rate_Include_Blocking(UCell_Eric),-0.001,"IsLessThanOrEqual 0    ",NODEB,15-Jul-2022 00:00:00,"Jul 17, 2022 3:01 AM",NAK_FO_RAN,1157.66,ASSIGNED,,,NONE_R,NONE_P,2,"Aug 19, 2022 3:01 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13493993,NF_17072022000076344,MAJOR,HUAWEI,B548W | SB1G2384A,TCH_Availability(HU_Cell),0,"IsLessThanOrEqual 0    ",BTS,15-Jul-2022 00:00:00,"Jul 17, 2022 3:01 AM",NAK_FO_RAN,1157.65,ASSIGNED,,,NONE_R,NONE_P,2,"Aug 16, 2022 4:51 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13494004,NF_17072022000076361,MAJOR,HUAWEI,B548W | SB1G2384B,TCH_Availability(HU_Cell),0,"IsLessThanOrEqual 0    ",BTS,15-Jul-2022 00:00:00,"Jul 17, 2022 3:02 AM",NAK_FO_RAN,1157.65,ASSIGNED,,,NONE_R,NONE_P,2,"Aug 16, 2022 4:52 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13486080,NF_16072022000066047,MAJOR,HUAWEI,AS | AS2L1193A1,IntraF_HOOut_SR(Cell_HuLTE),56.098,"IsLessThan 70  AND  IsGreaterThan 0 ",ENODEB,13-Jul-2022 00:00:00,"Jul 16, 2022 2:06 AM",CTO_NAK_HUAWEI_OPT,684.92,CLOSED,RAN HW ISSUE,,WEST_R,AZARSHARGHI_P,4,"Aug 7, 2022 2:11 AM",Confirmed,2.92,159.9,Daily_Weekly
13501865,NF_18072022000087034,MAJOR,NSN,R543N | SB1U0209A3,Cell_Availability_including_blocked_by_user_state(Nokia_UCell),0,"IsLessThanOrEqual 0    ",NODEB,16-Jul-2022 00:00:00,"Jul 18, 2022 2:55 AM",NAK_FO_RAN,1133.76,ASSIGNED,,,NONE_R,NONE_P,4,"Aug 15, 2022 3:01 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13473154,NF_14072022000049142,MAJOR,ERICSSON,R113E | MA2U0612C1,Cell_Availability_Rate_Include_Blocking(UCell_Eric),0,"IsLessThanOrEqual 0    ",NODEB,12-Jul-2022 00:00:00,"Jul 14, 2022 2:52 AM",NAK_FO_RAN,1229.81,ASSIGNED,,,NONE_R,NONE_P,3,"Aug 13, 2022 3:10 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13501904,NF_18072022000087088,MAJOR,NSN,R543N | SB1U0209A2,Cell_Availability_including_blocked_by_user_state(Nokia_UCell),0,"IsLessThanOrEqual 0    ",NODEB,16-Jul-2022 00:00:00,"Jul 18, 2022 2:58 AM",NAK_FO_RAN,1133.72,ASSIGNED,,,NONE_R,NONE_P,4,"Aug 15, 2022 3:02 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13473158,NF_14072022000049148,MAJOR,ERICSSON,R113E | MA2U0612A1,Cell_Availability_Rate_Include_Blocking(UCell_Eric),0,"IsLessThanOrEqual 0    ",NODEB,12-Jul-2022 00:00:00,"Jul 14, 2022 2:52 AM",NAK_FO_RAN,1229.8,ASSIGNED,,,NONE_R,NONE_P,3,"Aug 13, 2022 3:09 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13473159,NF_14072022000049149,MAJOR,ERICSSON,R113E | MA2U0612B2,Cell_Availability_Rate_Include_Blocking(UCell_Eric),0,"IsLessThanOrEqual 0    ",NODEB,12-Jul-2022 00:00:00,"Jul 14, 2022 2:52 AM",NAK_FO_RAN,1229.8,ASSIGNED,,,NONE_R,NONE_P,3,"Aug 13, 2022 3:09 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13473160,NF_14072022000049150,MAJOR,ERICSSON,R113E | MA2U0612C2,Cell_Availability_Rate_Include_Blocking(UCell_Eric),0,"IsLessThanOrEqual 0    ",NODEB,12-Jul-2022 00:00:00,"Jul 14, 2022 2:53 AM",NAK_FO_RAN,1229.8,ASSIGNED,,,NONE_R,NONE_P,3,"Aug 13, 2022 3:10 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13473168,NF_14072022000049169,MAJOR,ERICSSON,R025E | TH1U3045A1,Cell_Availability_Rate_Include_Blocking(UCell_Eric),0,"IsLessThanOrEqual 0    ",NODEB,12-Jul-2022 00:00:00,"Jul 14, 2022 2:53 AM",NAK_FO_RAN,1229.79,ASSIGNED,,,NONE_R,NONE_P,4,"Aug 8, 2022 2:57 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13473171,NF_14072022000049174,MAJOR,ERICSSON,R113E | MA2U0612A2,Cell_Availability_Rate_Include_Blocking(UCell_Eric),0,"IsLessThanOrEqual 0    ",NODEB,12-Jul-2022 00:00:00,"Jul 14, 2022 2:54 AM",NAK_FO_RAN,1229.78,ASSIGNED,,,NONE_R,NONE_P,3,"Aug 13, 2022 3:09 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13473172,NF_14072022000049176,MAJOR,ERICSSON,R113E | MA2U0612B1,Cell_Availability_Rate_Include_Blocking(UCell_Eric),0,"IsLessThanOrEqual 0    ",NODEB,12-Jul-2022 00:00:00,"Jul 14, 2022 2:54 AM",NAK_FO_RAN,1229.78,ASSIGNED,,,NONE_R,NONE_P,3,"Aug 13, 2022 3:09 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13486372,NF_16072022000066467,MAJOR,NSN,R512N | KH2U1224A1,Cell_Availability_including_blocked_by_user_state(Nokia_UCell),0,"IsLessThanOrEqual 0    ",NODEB,14-Jul-2022 00:00:00,"Jul 16, 2022 2:57 AM",NAK_FO_RAN,1181.73,ASSIGNED,,,NONE_R,NONE_P,2,"Aug 5, 2022 3:06 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13501921,NF_18072022000087121,MAJOR,NSN,R543N | SB2U0424C1,Cell_Availability_including_blocked_by_user_state(Nokia_UCell),0,"IsLessThanOrEqual 0    ",NODEB,16-Jul-2022 00:00:00,"Jul 18, 2022 2:59 AM",NAK_FO_RAN,1133.69,ASSIGNED,,,NONE_R,NONE_P,3,"Aug 6, 2022 3:07 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13501922,NF_18072022000087123,MAJOR,NSN,R543N | SB2U0424C2,Cell_Availability_including_blocked_by_user_state(Nokia_UCell),0,"IsLessThanOrEqual 0    ",NODEB,16-Jul-2022 00:00:00,"Jul 18, 2022 2:59 AM",NAK_FO_RAN,1133.69,ASSIGNED,,,NONE_R,NONE_P,3,"Aug 6, 2022 3:03 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13501925,NF_18072022000087130,MAJOR,ERICSSON,R113E | MA2U0614B2,Cell_Availability_Rate_Include_Blocking(UCell_Eric),0,"IsLessThanOrEqual 0    ",NODEB,16-Jul-2022 00:00:00,"Jul 18, 2022 2:59 AM",NAK_FO_RAN,1133.69,ASSIGNED,,,NONE_R,NONE_P,4,"Aug 18, 2022 2:54 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13501928,NF_18072022000087142,MAJOR,ERICSSON,R113E | MA2U0614B1,Cell_Availability_Rate_Include_Blocking(UCell_Eric),0,"IsLessThanOrEqual 0    ",NODEB,16-Jul-2022 00:00:00,"Jul 18, 2022 3:00 AM",NAK_FO_RAN,1133.68,ASSIGNED,,,NONE_R,NONE_P,4,"Aug 18, 2022 2:54 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13501939,NF_18072022000087163,MAJOR,HUAWEI,B548W | SB1G1822A,TCH_Availability(HU_Cell),0,"IsLessThanOrEqual 0    ",BTS,16-Jul-2022 00:00:00,"Jul 18, 2022 3:00 AM",NAK_FO_RAN,1133.67,ASSIGNED,,,NONE_R,NONE_P,3,"Aug 14, 2022 3:09 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
